id,Region,Year,male_participants,female_participants,total_participants,male_gold_medals,male_silver_medals,male_bronze_medals,female_gold_medals,female_silver_medals,female_bronze_medals,male_total_medals,female_total_medals,total_medals
2004_OMA,OMA,2004,2,0,2,0,0,0,0,0,0,0,0,0
2008_OMA,OMA,2008,3,1,4,0,0,0,0,0,0,0,0,0
2012_OMA,OMA,2012,2,1,3,0,0,0,0,0,0,0,0,0
2016_OMA,OMA,2016,2,2,4,0,0,0,0,0,0,0,0,0
1948_PAK,PAK,1948,35,0,35,0,0,0,0,0,0,0,0,0
1952_PAK,PAK,1952,38,0,38,0,0,0,0,0,0,0,0,0
1956_PAK,PAK,1956,55,0,55,0,14,0,0,0,0,14,0,14
1960_PAK,PAK,1960,44,0,44,13,0,1,0,0,0,14,0,14
1964_PAK,PAK,1964,41,0,41,0,16,0,0,0,0,16,0,16
1968_PAK,PAK,1968,15,0,15,13,0,0,0,0,0,13,0,13
1972_PAK,PAK,1972,25,0,25,0,15,0,0,0,0,15,0,15
1976_PAK,PAK,1976,24,0,24,0,0,16,0,0,0,16,0,16
1984_PAK,PAK,1984,31,0,31,16,0,0,0,0,0,16,0,16
1988_PAK,PAK,1988,30,0,30,0,0,1,0,0,0,1,0,1
1992_PAK,PAK,1992,27,0,27,0,0,16,0,0,0,16,0,16
1996_PAK,PAK,1996,23,1,24,0,0,0,0,0,0,0,0,0
2000_PAK,PAK,2000,26,1,27,0,0,0,0,0,0,0,0,0
2004_PAK,PAK,2004,24,2,26,0,0,0,0,0,0,0,0,0
2008_PAK,PAK,2008,19,2,21,0,0,0,0,0,0,0,0,0
2012_PAK,PAK,2012,19,2,21,0,0,0,0,0,0,0,0,0
2016_PAK,PAK,2016,4,3,7,0,0,0,0,0,0,0,0,0
1928_PAN,PAN,1928,1,0,1,0,0,0,0,0,0,0,0,0
1948_PAN,PAN,1948,1,0,1,0,0,0,0,0,0,0,0,0
1952_PAN,PAN,1952,1,0,1,0,0,0,0,0,0,0,0,0
1960_PAN,PAN,1960,2,4,6,0,0,0,0,0,0,0,0,0
1964_PAN,PAN,1964,6,4,10,0,0,0,0,0,0,0,0,0
1968_PAN,PAN,1968,16,0,16,0,0,0,0,0,0,0,0,0
1972_PAN,PAN,1972,7,0,7,0,0,0,0,0,0,0,0,0
1976_PAN,PAN,1976,7,1,8,0,0,0,0,0,0,0,0,0
1984_PAN,PAN,1984,7,1,8,0,0,0,0,0,0,0,0,0
1988_PAN,PAN,1988,6,0,6,0,0,0,0,0,0,0,0,0
1992_PAN,PAN,1992,5,0,5,0,0,0,0,0,0,0,0,0
1996_PAN,PAN,1996,5,2,7,0,0,0,0,0,0,0,0,0
2000_PAN,PAN,2000,4,2,6,0,0,0,0,0,0,0,0,0
2004_PAN,PAN,2004,3,1,4,0,0,0,0,0,0,0,0,0
2008_PAN,PAN,2008,3,2,5,1,0,0,0,0,0,1,0,1
2012_PAN,PAN,2012,6,2,8,0,0,0,0,0,0,0,0,0
2016_PAN,PAN,2016,4,6,10,0,0,0,0,0,0,0,0,0
1968_PAR,PAR,1968,1,0,1,0,0,0,0,0,0,0,0,0
1972_PAR,PAR,1972,3,0,3,0,0,0,0,0,0,0,0,0
1976_PAR,PAR,1976,4,0,4,0,0,0,0,0,0,0,0,0
1984_PAR,PAR,1984,14,0,14,0,0,0,0,0,0,0,0,0
1988_PAR,PAR,1988,10,0,10,0,0,0,0,0,0,0,0,0
1992_PAR,PAR,1992,24,3,27,0,0,0,0,0,0,0,0,0
1996_PAR,PAR,1996,6,1,7,0,0,0,0,0,0,0,0,0
2000_PAR,PAR,2000,2,3,5,0,0,0,0,0,0,0,0,0
2004_PAR,PAR,2004,20,2,22,0,17,0,0,0,0,17,0,17
2008_PAR,PAR,2008,3,4,7,0,0,0,0,0,0,0,0,0
2012_PAR,PAR,2012,4,4,8,0,0,0,0,0,0,0,0,0
2016_PAR,PAR,2016,6,5,11,0,0,0,0,0,0,0,0,0
1900_PER,PER,1900,1,0,1,0,0,0,0,0,0,0,0,0
1932_PER,PER,1932,2,0,2,0,0,0,0,0,0,0,0,0
1936_PER,PER,1936,40,0,40,0,0,0,0,0,0,0,0,0
1948_PER,PER,1948,41,0,41,1,0,0,0,0,0,1,0,1
1956_PER,PER,1956,8,0,8,0,0,0,0,0,0,0,0,0
1960_PER,PER,1960,31,0,31,0,0,0,0,0,0,0,0,0
1964_PER,PER,1964,30,1,31,0,0,0,0,0,0,0,0,0
1968_PER,PER,1968,16,12,28,0,0,0,0,0,0,0,0,0
1972_PER,PER,1972,17,3,20,0,0,0,0,0,0,0,0,0
1976_PER,PER,1976,0,13,13,0,0,0,0,0,0,0,0,0
1980_PER,PER,1980,14,14,28,0,0,0,0,0,0,0,0,0
1984_PER,PER,1984,19,16,35,0,1,0,0,0,0,1,0,1
1988_PER,PER,1988,7,14,21,0,0,0,0,12,0,0,12,12
1992_PER,PER,1992,12,4,16,0,1,0,0,0,0,1,0,1
1996_PER,PER,1996,15,14,29,0,0,0,0,0,0,0,0,0
2000_PER,PER,2000,8,13,21,0,0,0,0,0,0,0,0,0
2004_PER,PER,2004,7,5,12,0,0,0,0,0,0,0,0,0
2008_PER,PER,2008,7,6,13,0,0,0,0,0,0,0,0,0
2012_PER,PER,2012,9,7,16,0,0,0,0,0,0,0,0,0
2016_PER,PER,2016,17,12,29,0,0,0,0,0,0,0,0,0
1924_PHI,PHI,1924,1,0,1,0,0,0,0,0,0,0,0,0
1928_PHI,PHI,1928,4,0,4,0,0,1,0,0,0,1,0,1
1932_PHI,PHI,1932,8,0,8,0,0,3,0,0,0,3,0,3
1936_PHI,PHI,1936,28,0,28,0,0,1,0,0,0,1,0,1
1948_PHI,PHI,1948,26,0,26,0,0,0,0,0,0,0,0,0
1952_PHI,PHI,1952,25,0,25,0,0,0,0,0,0,0,0,0
1956_PHI,PHI,1956,35,4,39,0,0,0,0,0,0,0,0,0
1960_PHI,PHI,1960,36,4,40,0,0,0,0,0,0,0,0,0
1964_PHI,PHI,1964,40,7,47,0,1,0,0,0,0,1,0,1
1968_PHI,PHI,1968,45,4,49,0,0,0,0,0,0,0,0,0
1972_PHI,PHI,1972,50,5,55,0,0,0,0,0,0,0,0,0
1976_PHI,PHI,1976,13,1,14,0,0,0,0,0,0,0,0,0
1984_PHI,PHI,1984,15,4,19,0,0,0,0,0,0,0,0,0
1988_PHI,PHI,1988,27,5,32,0,0,1,0,0,0,1,0,1
1992_PHI,PHI,1992,25,2,27,0,0,1,0,0,0,1,0,1
1996_PHI,PHI,1996,8,4,12,0,1,0,0,0,0,1,0,1
2000_PHI,PHI,2000,11,9,20,0,0,0,0,0,0,0,0,0
2004_PHI,PHI,2004,12,4,16,0,0,0,0,0,0,0,0,0
2008_PHI,PHI,2008,10,5,15,0,0,0,0,0,0,0,0,0
2012_PHI,PHI,2012,7,4,11,0,0,0,0,0,0,0,0,0
2016_PHI,PHI,2016,7,6,13,0,0,0,0,1,0,0,1,1
1996_PLE,PLE,1996,1,0,1,0,0,0,0,0,0,0,0,0
2000_PLE,PLE,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_PLE,PLE,2004,2,1,3,0,0,0,0,0,0,0,0,0
2008_PLE,PLE,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_PLE,PLE,2012,3,2,5,0,0,0,0,0,0,0,0,0
2016_PLE,PLE,2016,4,2,6,0,0,0,0,0,0,0,0,0
2000_PLW,PLW,2000,2,3,5,0,0,0,0,0,0,0,0,0
2004_PLW,PLW,2004,2,2,4,0,0,0,0,0,0,0,0,0
2008_PLW,PLW,2008,3,2,5,0,0,0,0,0,0,0,0,0
2012_PLW,PLW,2012,2,3,5,0,0,0,0,0,0,0,0,0
2016_PLW,PLW,2016,3,2,5,0,0,0,0,0,0,0,0,0
1976_PNG,PNG,1976,6,0,6,0,0,0,0,0,0,0,0,0
1984_PNG,PNG,1984,4,3,7,0,0,0,0,0,0,0,0,0
1988_PNG,PNG,1988,9,2,11,0,0,0,0,0,0,0,0,0
1992_PNG,PNG,1992,12,1,13,0,0,0,0,0,0,0,0,0
1996_PNG,PNG,1996,11,0,11,0,0,0,0,0,0,0,0,0
2000_PNG,PNG,2000,2,3,5,0,0,0,0,0,0,0,0,0
2004_PNG,PNG,2004,2,2,4,0,0,0,0,0,0,0,0,0
2008_PNG,PNG,2008,3,4,7,0,0,0,0,0,0,0,0,0
2012_PNG,PNG,2012,4,4,8,0,0,0,0,0,0,0,0,0
2016_PNG,PNG,2016,6,2,8,0,0,0,0,0,0,0,0,0
1912_POL,POL,1912,1,0,1,0,0,0,0,0,0,0,0,0
1924_POL,POL,1924,71,1,72,0,4,1,0,0,0,5,0,5
1928_POL,POL,1928,106,11,117,1,3,15,1,0,0,19,1,20
1932_POL,POL,1932,57,9,66,2,3,13,1,1,1,18,3,21
1936_POL,POL,1936,147,17,164,0,4,5,0,2,1,9,3,12
1948_POL,POL,1948,60,7,67,1,0,1,0,0,0,2,0,2
1952_POL,POL,1952,130,25,155,1,2,1,0,0,0,4,0,4
1956_POL,POL,1956,93,22,115,0,7,4,1,0,6,11,7,18
1960_POL,POL,1960,163,35,198,4,9,10,0,3,6,23,9,32
1964_POL,POL,1964,155,36,191,6,10,12,4,1,11,28,16,44
1968_POL,POL,1968,163,45,208,4,2,17,1,0,13,23,14,37
1972_POL,POL,1972,291,46,337,26,7,10,0,1,1,43,2,45
1976_POL,POL,1976,223,40,263,17,29,26,1,0,0,72,1,73
1980_POL,POL,1980,261,75,336,3,22,19,0,3,3,44,6,50
1984_POL,POL,1984,24,6,30,0,0,0,0,0,0,0,0,0
1988_POL,POL,1988,139,36,175,2,9,9,0,0,1,20,1,21
1992_POL,POL,1992,190,64,254,3,22,17,0,0,2,42,2,44
1996_POL,POL,1996,126,39,165,6,7,3,1,1,4,16,6,22
2000_POL,POL,2000,129,58,187,3,5,5,2,5,2,13,9,22
2004_POL,POL,2004,132,62,194,3,0,1,1,0,5,4,6,10
2008_POL,POL,2008,156,101,257,6,10,0,0,3,1,16,4,20
2012_POL,POL,2012,124,86,210,2,0,3,0,2,5,5,7,12
2016_POL,POL,2016,139,95,234,0,1,2,3,2,8,3,13,16
1912_POR,POR,1912,6,0,6,0,0,0,0,0,0,0,0,0
1920_POR,POR,1920,13,0,13,0,0,0,0,0,0,0,0,0
1924_POR,POR,1924,28,0,28,0,0,4,0,0,0,4,0,4
1928_POR,POR,1928,32,0,32,0,0,6,0,0,0,6,0,6
1932_POR,POR,1932,6,0,6,0,0,0,0,0,0,0,0,0
1936_POR,POR,1936,19,0,19,0,0,3,0,0,0,3,0,3
1948_POR,POR,1948,48,0,48,0,2,3,0,0,0,5,0,5
1952_POR,POR,1952,69,3,72,0,0,2,0,0,0,2,0,2
1956_POR,POR,1956,12,0,12,0,0,0,0,0,0,0,0,0
1960_POR,POR,1960,60,5,65,0,2,0,0,0,0,2,0,2
1964_POR,POR,1964,19,1,20,0,0,0,0,0,0,0,0,0
1968_POR,POR,1968,19,1,20,0,0,0,0,0,0,0,0,0
1972_POR,POR,1972,29,0,29,0,0,0,0,0,0,0,0,0
1976_POR,POR,1976,19,0,19,0,2,0,0,0,0,2,0,2
1980_POR,POR,1980,10,1,11,0,0,0,0,0,0,0,0,0
1984_POR,POR,1984,29,9,38,1,0,1,0,0,1,2,1,3
1988_POR,POR,1988,60,10,70,0,0,0,1,0,0,0,1,1
1992_POR,POR,1992,68,22,90,0,0,0,0,0,0,0,0,0
1996_POR,POR,1996,83,24,107,0,0,2,1,0,0,2,1,3
2000_POR,POR,2000,48,13,61,0,0,1,0,0,1,1,1,2
2004_POR,POR,2004,64,17,81,0,2,1,0,0,0,3,0,3
2008_POR,POR,2008,51,26,77,1,0,0,0,1,0,1,1,2
2012_POR,POR,2012,44,32,76,0,2,0,0,0,0,2,0,2
2016_POR,POR,2016,61,29,90,0,0,0,0,0,1,0,1,1
1964_PRK,PRK,1964,6,7,13,0,0,0,0,1,0,0,1,1
1972_PRK,PRK,1972,23,20,43,1,1,2,0,0,11,4,11,15
1976_PRK,PRK,1976,36,2,38,1,1,0,0,0,0,2,0,2
1980_PRK,PRK,1980,39,8,47,0,3,2,0,0,0,5,0,5
1984_PRK,PRK,1984,3,3,6,0,0,0,0,0,0,0,0,0
1988_PRK,PRK,1988,3,3,6,0,0,0,0,0,0,0,0,0
1992_PRK,PRK,1992,45,39,84,4,0,3,0,0,2,7,2,9
1996_PRK,PRK,1996,15,9,24,1,1,2,1,0,0,4,1,5
2000_PRK,PRK,2000,14,17,31,0,0,2,0,1,1,2,2,4
2004_PRK,PRK,2004,13,23,36,0,1,1,0,3,0,2,3,5
2008_PRK,PRK,2008,21,37,58,0,0,1,2,1,2,1,5,6
2012_PRK,PRK,2012,15,37,52,2,0,1,2,0,1,3,3,6
2016_PRK,PRK,2016,11,20,31,1,1,1,1,2,1,3,4,7
1948_PUR,PUR,1948,9,0,9,0,0,1,0,0,0,1,0,1
1952_PUR,PUR,1952,21,0,21,0,0,0,0,0,0,0,0,0
1956_PUR,PUR,1956,10,0,10,0,0,0,0,0,0,0,0,0
1960_PUR,PUR,1960,26,1,27,0,0,0,0,0,0,0,0,0
1964_PUR,PUR,1964,30,2,32,0,0,0,0,0,0,0,0,0
1968_PUR,PUR,1968,54,4,58,0,0,0,0,0,0,0,0,0
1972_PUR,PUR,1972,53,0,53,0,0,0,0,0,0,0,0,0
1976_PUR,PUR,1976,73,7,80,0,0,1,0,0,0,1,0,1
1980_PUR,PUR,1980,3,0,3,0,0,0,0,0,0,0,0,0
1984_PUR,PUR,1984,44,8,52,0,1,1,0,0,0,2,0,2
1988_PUR,PUR,1988,52,4,56,0,0,0,0,0,0,0,0,0
1992_PUR,PUR,1992,71,6,77,0,0,1,0,0,0,1,0,1
1996_PUR,PUR,1996,47,22,69,0,0,1,0,0,0,1,0,1
2000_PUR,PUR,2000,23,6,29,0,0,0,0,0,0,0,0,0
2004_PUR,PUR,2004,32,11,43,0,0,0,0,0,0,0,0,0
2008_PUR,PUR,2008,17,5,22,0,0,0,0,0,0,0,0,0
2012_PUR,PUR,2012,19,6,25,0,1,1,0,0,0,2,0,2
2016_PUR,PUR,2016,13,27,40,0,0,0,1,0,0,0,1,1
1984_QAT,QAT,1984,24,0,24,0,0,0,0,0,0,0,0,0
1988_QAT,QAT,1988,10,0,10,0,0,0,0,0,0,0,0,0
1992_QAT,QAT,1992,28,0,28,0,0,1,0,0,0,1,0,1
1996_QAT,QAT,1996,12,0,12,0,0,0,0,0,0,0,0,0
2000_QAT,QAT,2000,17,0,17,0,0,1,0,0,0,1,0,1
2004_QAT,QAT,2004,15,0,15,0,0,0,0,0,0,0,0,0
2008_QAT,QAT,2008,20,0,20,0,0,0,0,0,0,0,0,0
2012_QAT,QAT,2012,8,4,12,0,0,2,0,0,0,2,0,2
2016_QAT,QAT,2016,35,2,37,0,1,0,0,0,0,1,0,1
1960_RHO,RHO,1960,9,1,10,0,0,0,0,0,0,0,0,0
2016_ROT,ROT,2016,6,4,10,0,0,0,0,0,0,0,0,0
1900_ROU,ROU,1900,1,0,1,0,0,0,0,0,0,0,0,0
1924_ROU,ROU,1924,35,0,35,0,0,16,0,0,0,16,0,16
1928_ROU,ROU,1928,29,2,31,0,0,0,0,0,0,0,0,0
1932_ROU,ROU,1932,5,0,5,0,0,0,0,0,0,0,0,0
1936_ROU,ROU,1936,65,3,68,0,1,0,0,0,0,1,0,1
1948_ROU,ROU,1948,7,0,7,0,0,0,0,0,0,0,0,0
1952_ROU,ROU,1952,119,11,130,1,1,2,0,0,0,4,0,4
1956_ROU,ROU,1956,52,17,69,4,2,3,0,1,5,9,6,15
1960_ROU,ROU,1960,82,16,98,2,1,3,1,0,8,6,9,15
1964_ROU,ROU,1964,135,30,165,0,3,5,2,1,3,8,6,14
1968_ROU,ROU,1968,95,17,112,3,7,5,2,2,6,15,10,25
1972_ROU,ROU,1972,145,27,172,3,8,21,0,2,6,32,8,40
1976_ROU,ROU,1976,135,54,189,1,21,16,0,5,7,38,12,50
1980_ROU,ROU,1980,187,76,263,4,7,32,1,4,12,43,17,60
1984_ROU,ROU,1984,87,56,143,8,12,28,26,19,7,48,52,100
1988_ROU,ROU,1988,37,42,79,2,10,1,3,20,15,13,38,51
1992_ROU,ROU,1992,119,77,196,5,9,7,1,20,7,21,28,49
1996_ROU,ROU,1996,98,67,165,0,4,5,13,6,3,9,22,31
2000_ROU,ROU,2000,71,74,145,4,1,4,15,5,9,9,29,38
2004_ROU,ROU,2004,50,58,108,0,3,7,14,2,2,10,18,28
2008_ROU,ROU,2008,40,61,101,0,0,1,5,1,15,1,21,22
2012_ROU,ROU,2012,55,50,105,1,4,1,1,4,5,6,10,16
2016_ROU,ROU,2016,34,61,95,0,2,1,4,0,9,3,13,16
1904_RSA,RSA,1904,8,0,8,0,0,0,0,0,0,0,0,0
1908_RSA,RSA,1908,14,0,14,1,1,0,0,0,0,2,0,2
1912_RSA,RSA,1912,21,0,21,3,2,0,0,0,0,5,0,5
1920_RSA,RSA,1920,38,1,39,3,12,6,0,0,0,21,0,21
1924_RSA,RSA,1924,30,0,30,1,1,1,0,0,0,3,0,3
1928_RSA,RSA,1928,18,6,24,1,0,1,0,0,4,2,4,6
1932_RSA,RSA,1932,10,2,12,2,0,1,0,0,2,3,2,5
1936_RSA,RSA,1936,27,5,32,0,1,0,0,0,0,1,0,1
1948_RSA,RSA,1948,34,1,35,2,2,2,0,0,0,6,0,6
1952_RSA,RSA,1952,60,4,64,0,5,4,2,1,0,9,3,12
1956_RSA,RSA,1956,44,6,50,0,0,3,0,0,4,3,4,7
1960_RSA,RSA,1960,54,5,59,0,1,2,0,0,0,3,0,3
1992_RSA,RSA,1992,68,25,93,0,2,0,0,1,0,2,1,3
1996_RSA,RSA,1996,64,20,84,1,1,0,0,0,1,2,1,3
2000_RSA,RSA,2000,89,38,127,0,1,2,0,1,1,3,2,5
2004_RSA,RSA,2004,66,40,106,4,2,3,0,1,0,9,1,10
2008_RSA,RSA,2008,75,59,134,0,1,0,0,0,0,1,0,1
2012_RSA,RSA,2012,68,56,124,6,1,0,0,1,1,7,2,9
2016_RSA,RSA,2016,93,42,135,1,4,14,1,1,0,19,2,21
1900_RUS,RUS,1900,4,0,4,0,0,0,0,0,0,0,0,0
1908_RUS,RUS,1908,6,0,6,1,2,0,0,0,0,3,0,3
1912_RUS,RUS,1912,159,0,159,0,5,9,0,0,0,14,0,14
1924_RUS,RUS,1924,2,1,3,0,0,0,0,0,0,0,0,0
1996_RUS,RUS,1996,232,158,390,22,27,20,4,14,11,69,29,98
2000_RUS,RUS,2000,241,194,435,35,36,20,23,27,29,91,79,170
2004_RUS,RUS,2004,244,202,446,19,11,68,25,35,25,98,85,183
2008_RUS,RUS,2008,231,223,454,12,14,28,27,28,19,54,74,128
2012_RUS,RUS,2012,203,226,429,24,10,34,22,27,13,68,62,130
2016_RUS,RUS,2016,142,142,284,11,7,13,35,15,22,31,72,103
1984_RWA,RWA,1984,2,1,3,0,0,0,0,0,0,0,0,0
1988_RWA,RWA,1988,3,3,6,0,0,0,0,0,0,0,0,0
1992_RWA,RWA,1992,7,3,10,0,0,0,0,0,0,0,0,0
1996_RWA,RWA,1996,4,0,4,0,0,0,0,0,0,0,0,0
2000_RWA,RWA,2000,3,2,5,0,0,0,0,0,0,0,0,0
2004_RWA,RWA,2004,3,2,5,0,0,0,0,0,0,0,0,0
2008_RWA,RWA,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_RWA,RWA,2012,5,2,7,0,0,0,0,0,0,0,0,0
2016_RWA,RWA,2016,4,3,7,0,0,0,0,0,0,0,0,0
1952_SAA,SAA,1952,31,5,36,0,0,0,0,0,0,0,0,0
1984_SAM,SAM,1984,8,0,8,0,0,0,0,0,0,0,0,0
1988_SAM,SAM,1988,11,0,11,0,0,0,0,0,0,0,0,0
1992_SAM,SAM,1992,5,0,5,0,0,0,0,0,0,0,0,0
1996_SAM,SAM,1996,4,1,5,0,0,0,0,0,0,0,0,0
2000_SAM,SAM,2000,4,1,5,0,0,0,0,0,0,0,0,0
2004_SAM,SAM,2004,2,1,3,0,0,0,0,0,0,0,0,0
2008_SAM,SAM,2008,4,2,6,0,0,0,0,0,0,0,0,0
2012_SAM,SAM,2012,5,3,8,0,0,0,0,0,0,0,0,0
2016_SAM,SAM,2016,5,3,8,0,0,0,0,0,0,0,0,0
1996_SCG,SCG,1996,59,9,68,0,12,12,1,0,1,24,2,26
2000_SCG,SCG,2000,92,17,109,11,0,13,0,1,0,24,1,25
2004_SCG,SCG,2004,78,7,85,0,12,0,0,1,0,12,1,13
1964_SEN,SEN,1964,12,0,12,0,0,0,0,0,0,0,0,0
1968_SEN,SEN,1968,21,0,21,0,0,0,0,0,0,0,0,0
1972_SEN,SEN,1972,38,0,38,0,0,0,0,0,0,0,0,0
1976_SEN,SEN,1976,19,2,21,0,0,0,0,0,0,0,0,0
1980_SEN,SEN,1980,30,2,32,0,0,0,0,0,0,0,0,0
1984_SEN,SEN,1984,24,1,25,0,0,0,0,0,0,0,0,0
1988_SEN,SEN,1988,22,1,23,0,1,0,0,0,0,1,0,1
1992_SEN,SEN,1992,20,2,22,0,0,0,0,0,0,0,0,0
1996_SEN,SEN,1996,11,0,11,0,0,0,0,0,0,0,0,0
2000_SEN,SEN,2000,7,19,26,0,0,0,0,0,0,0,0,0
2004_SEN,SEN,2004,6,9,15,0,0,0,0,0,0,0,0,0
2008_SEN,SEN,2008,8,7,15,0,0,0,0,0,0,0,0,0
2012_SEN,SEN,2012,24,7,31,0,0,0,0,0,0,0,0,0
2016_SEN,SEN,2016,6,16,22,0,0,0,0,0,0,0,0,0
1980_SEY,SEY,1980,9,2,11,0,0,0,0,0,0,0,0,0
1984_SEY,SEY,1984,8,1,9,0,0,0,0,0,0,0,0,0
1992_SEY,SEY,1992,10,1,11,0,0,0,0,0,0,0,0,0
1996_SEY,SEY,1996,8,1,9,0,0,0,0,0,0,0,0,0
2000_SEY,SEY,2000,6,3,9,0,0,0,0,0,0,0,0,0
2004_SEY,SEY,2004,7,2,9,0,0,0,0,0,0,0,0,0
2008_SEY,SEY,2008,6,3,9,0,0,0,0,0,0,0,0,0
2012_SEY,SEY,2012,4,2,6,0,0,0,0,0,0,0,0,0
2016_SEY,SEY,2016,8,2,10,0,0,0,0,0,0,0,0,0
1948_SGP,SGP,1948,1,0,1,0,0,0,0,0,0,0,0,0
1952_SGP,SGP,1952,4,1,5,0,0,0,0,0,0,0,0,0
1956_SGP,SGP,1956,47,2,49,0,0,0,0,0,0,0,0,0
1960_SGP,SGP,1960,5,0,5,0,1,0,0,0,0,1,0,1
1968_SGP,SGP,1968,4,0,4,0,0,0,0,0,0,0,0,0
1972_SGP,SGP,1972,5,2,7,0,0,0,0,0,0,0,0,0
1976_SGP,SGP,1976,3,1,4,0,0,0,0,0,0,0,0,0
1984_SGP,SGP,1984,5,0,5,0,0,0,0,0,0,0,0,0
1988_SGP,SGP,1988,7,1,8,0,0,0,0,0,0,0,0,0
1992_SGP,SGP,1992,11,3,14,0,0,0,0,0,0,0,0,0
1996_SGP,SGP,1996,9,5,14,0,0,0,0,0,0,0,0,0
2000_SGP,SGP,2000,8,6,14,0,0,0,0,0,0,0,0,0
2004_SGP,SGP,2004,6,10,16,0,0,0,0,0,0,0,0,0
2008_SGP,SGP,2008,11,14,25,0,0,0,0,3,0,0,3,3
2012_SGP,SGP,2012,8,15,23,0,0,0,0,0,2,0,2,2
2016_SGP,SGP,2016,9,16,25,1,0,0,0,0,0,1,0,1
1996_SKN,SKN,1996,4,6,10,0,0,0,0,0,0,0,0,0
2000_SKN,SKN,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_SKN,SKN,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_SKN,SKN,2008,1,3,4,0,0,0,0,0,0,0,0,0
2012_SKN,SKN,2012,4,0,4,0,0,0,0,0,0,0,0,0
2016_SKN,SKN,2016,5,1,6,0,0,0,0,0,0,0,0,0
1968_SLE,SLE,1968,3,0,3,0,0,0,0,0,0,0,0,0
1980_SLE,SLE,1980,12,2,14,0,0,0,0,0,0,0,0,0
1984_SLE,SLE,1984,6,1,7,0,0,0,0,0,0,0,0,0
1988_SLE,SLE,1988,11,1,12,0,0,0,0,0,0,0,0,0
1992_SLE,SLE,1992,9,2,11,0,0,0,0,0,0,0,0,0
1996_SLE,SLE,1996,10,4,14,0,0,0,0,0,0,0,0,0
2000_SLE,SLE,2000,2,1,3,0,0,0,0,0,0,0,0,0
2004_SLE,SLE,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_SLE,SLE,2008,2,1,3,0,0,0,0,0,0,0,0,0
2012_SLE,SLE,2012,1,1,2,0,0,0,0,0,0,0,0,0
2016_SLE,SLE,2016,2,2,4,0,0,0,0,0,0,0,0,0
1992_SLO,SLO,1992,49,13,62,0,0,6,0,0,0,6,0,6
1996_SLO,SLO,1996,25,12,37,0,1,0,0,1,0,1,1,2
2000_SLO,SLO,2000,55,19,74,3,0,0,0,0,0,3,0,3
2004_SLO,SLO,2004,56,23,79,0,2,1,0,0,2,3,2,5
2008_SLO,SLO,2008,40,21,61,1,1,1,0,1,1,3,2,5
2012_SLO,SLO,2012,28,37,65,0,1,3,1,0,0,4,1,5
2016_SLO,SLO,2016,39,24,63,0,2,0,1,0,1,2,2,4
1960_SMR,SMR,1960,9,0,9,0,0,0,0,0,0,0,0,0
1968_SMR,SMR,1968,4,0,4,0,0,0,0,0,0,0,0,0
1972_SMR,SMR,1972,7,0,7,0,0,0,0,0,0,0,0,0
1976_SMR,SMR,1976,10,2,12,0,0,0,0,0,0,0,0,0
1980_SMR,SMR,1980,16,0,16,0,0,0,0,0,0,0,0,0
1984_SMR,SMR,1984,21,1,22,0,0,0,0,0,0,0,0,0
1988_SMR,SMR,1988,16,0,16,0,0,0,0,0,0,0,0,0
1992_SMR,SMR,1992,19,1,20,0,0,0,0,0,0,0,0,0
1996_SMR,SMR,1996,6,1,7,0,0,0,0,0,0,0,0,0
2000_SMR,SMR,2000,3,1,4,0,0,0,0,0,0,0,0,0
2004_SMR,SMR,2004,4,1,5,0,0,0,0,0,0,0,0,0
2008_SMR,SMR,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_SMR,SMR,2012,1,3,4,0,0,0,0,0,0,0,0,0
2016_SMR,SMR,2016,2,2,4,0,0,0,0,0,0,0,0,0
1984_SOL,SOL,1984,3,0,3,0,0,0,0,0,0,0,0,0
1988_SOL,SOL,1988,4,0,4,0,0,0,0,0,0,0,0,0
1992_SOL,SOL,1992,1,0,1,0,0,0,0,0,0,0,0,0
1996_SOL,SOL,1996,3,1,4,0,0,0,0,0,0,0,0,0
2000_SOL,SOL,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_SOL,SOL,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_SOL,SOL,2008,1,2,3,0,0,0,0,0,0,0,0,0
2012_SOL,SOL,2012,2,2,4,0,0,0,0,0,0,0,0,0
2016_SOL,SOL,2016,1,2,3,0,0,0,0,0,0,0,0,0
1972_SOM,SOM,1972,3,0,3,0,0,0,0,0,0,0,0,0
1984_SOM,SOM,1984,7,0,7,0,0,0,0,0,0,0,0,0
1988_SOM,SOM,1988,5,0,5,0,0,0,0,0,0,0,0,0
1996_SOM,SOM,1996,4,0,4,0,0,0,0,0,0,0,0,0
2000_SOM,SOM,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_SOM,SOM,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_SOM,SOM,2008,1,1,2,0,0,0,0,0,0,0,0,0
2012_SOM,SOM,2012,1,1,2,0,0,0,0,0,0,0,0,0
