id,Region,Year,male_medal_efficiency,female_medal_efficiency,total_medal_efficiency
1996_USA,USA,1996,0.739,1.308,0.978
1998_USA,USA,1998,0.143,1.21,0.608
2000_USA,USA,2000,0.958,1.071,1.007
2002_USA,USA,2002,0.87,0.793,0.837
2004_USA,USA,2004,0.918,1.335,1.116
2006_USA,USA,2006,0.402,0.471,0.431
2008_USA,USA,2008,0.977,1.319,1.141
2010_USA,USA,2010,0.967,0.717,0.858
2012_USA,USA,2012,0.721,1.504,1.117
2014_USA,USA,2014,0.344,0.78,0.541
2016_USA,USA,2016,0.909,1.199,1.061
1994_UZB,UZB,1994,0,1,0.571
1996_UZB,UZB,1996,0.048,0,0.042
1998_UZB,UZB,1998,0,0,0
2000_UZB,UZB,2000,0.154,0,0.114
2002_UZB,UZB,2002,0,0,0
2004_UZB,UZB,2004,0.235,0,0.174
2006_UZB,UZB,2006,0,0,0
2008_UZB,UZB,2008,0.244,0.067,0.196
2010_UZB,UZB,2010,0,0,0
2012_UZB,UZB,2012,0.167,0,0.113
2014_UZB,UZB,2014,0,0,0
2016_UZB,UZB,2016,0.574,0,0.386
1988_VAN,VAN,1988,0,0,0
1992_VAN,VAN,1992,0,0,0
1996_VAN,VAN,1996,0,0,0
2000_VAN,VAN,2000,0,0,0
2004_VAN,VAN,2004,0,0,0
2008_VAN,VAN,2008,0,0,0
2012_VAN,VAN,2012,0,0,0
2016_VAN,VAN,2016,0,0,0
1932_VEN,VEN,1932,0,0,0
1948_VEN,VEN,1948,0,0,0
1952_VEN,VEN,1952,0.028,0,0.026
1956_VEN,VEN,1956,0,0,0
1960_VEN,VEN,1960,0.032,0,0.028
1964_VEN,VEN,1964,0,0,0
1968_VEN,VEN,1968,0.174,0,0.174
1972_VEN,VEN,1972,0,0,0
1976_VEN,VEN,1976,0.087,0,0.063
1980_VEN,VEN,1980,0.054,0,0.054
1984_VEN,VEN,1984,0.12,0,0.115
1988_VEN,VEN,1988,0,0,0
1992_VEN,VEN,1992,0,0,0
1996_VEN,VEN,1996,0,0,0
1998_VEN,VEN,1998,0,0,0
2000_VEN,VEN,2000,0,0,0
2002_VEN,VEN,2002,0,0,0
2004_VEN,VEN,2004,0.03,0.067,0.042
2006_VEN,VEN,2006,0,0,0
2008_VEN,VEN,2008,0,0.02,0.009
2012_VEN,VEN,2012,0.095,0,0.059
2014_VEN,VEN,2014,0,0,0
2016_VEN,VEN,2016,0.016,0.125,0.047
1980_VIE,VIE,1980,0,0,0
1988_VIE,VIE,1988,0,0,0
1992_VIE,VIE,1992,0,0,0
1996_VIE,VIE,1996,0,0,0
2000_VIE,VIE,2000,0,0.5,0.286
2004_VIE,VIE,2004,0,0,0
2008_VIE,VIE,2008,0.286,0,0.154
2012_VIE,VIE,2012,0,0,0
2016_VIE,VIE,2016,0.6,0,0.273
1988_VIN,VIN,1988,0,0,0
1992_VIN,VIN,1992,0,0,0
1996_VIN,VIN,1996,0,0,0
2000_VIN,VIN,2000,0,0,0
2004_VIN,VIN,2004,0,0,0
2008_VIN,VIN,2008,0,0,0
2012_VIN,VIN,2012,0,0,0
2016_VIN,VIN,2016,0,0,0
1952_VNM,VNM,1952,0,0,0
1956_VNM,VNM,1956,0,0,0
1960_VNM,VNM,1960,0,0,0
1964_VNM,VNM,1964,0,0,0
1968_VNM,VNM,1968,0,0,0
1972_VNM,VNM,1972,0,0,0
1960_WIF,WIF,1960,0.231,0,0.231
1984_YAR,YAR,1984,0,0,0
1988_YAR,YAR,1988,0,0,0
1992_YEM,YEM,1992,0,0,0
1996_YEM,YEM,1996,0,0,0
2000_YEM,YEM,2000,0,0,0
2004_YEM,YEM,2004,0,0,0
2008_YEM,YEM,2008,0,0,0
2012_YEM,YEM,2012,0,0,0
2016_YEM,YEM,2016,0,0,0
1988_YMD,YMD,1988,0,0,0
1920_YUG,YUG,1920,0,0,0
1924_YUG,YUG,1924,0,0,0
1928_YUG,YUG,1928,0.3,0,0.3
1932_YUG,YUG,1932,0,0,0
1936_YUG,YUG,1936,0.021,0,0.018
1948_YUG,YUG,1948,0.333,0,0.299
1952_YUG,YUG,1952,0.691,0,0.602
1956_YUG,YUG,1956,1.045,0,0.885
1960_YUG,YUG,1960,0.617,0,0.569
1964_YUG,YUG,1964,0.317,0,0.302
1968_YUG,YUG,1968,0.864,0.545,0.828
1972_YUG,YUG,1972,0.46,0,0.421
1976_YUG,YUG,1976,0.355,0,0.336
1980_YUG,YUG,1980,0.565,1.25,0.687
1984_YUG,YUG,1984,1.067,1.277,1.114
1988_YUG,YUG,1988,0.85,0.75,0.825
1992_YUG,YUG,1992,0,0,0
1964_ZAM,ZAM,1964,0,0,0
1968_ZAM,ZAM,1968,0,0,0
1972_ZAM,ZAM,1972,0,0,0
1980_ZAM,ZAM,1980,0,0,0
1984_ZAM,ZAM,1984,0.063,0,0.063
1988_ZAM,ZAM,1988,0,0,0
1992_ZAM,ZAM,1992,0,0,0
1996_ZAM,ZAM,1996,0.286,0,0.25
2000_ZAM,ZAM,2000,0,0,0
2004_ZAM,ZAM,2004,0,0,0
2008_ZAM,ZAM,2008,0,0,0
2012_ZAM,ZAM,2012,0,0,0
2016_ZAM,ZAM,2016,0,0,0
1928_ZIM,ZIM,1928,0,0,0
1960_ZIM,ZIM,1960,0,0,0
1964_ZIM,ZIM,1964,0,0,0
1980_ZIM,ZIM,1980,0,3.158,1.429
1984_ZIM,ZIM,1984,0,0,0
1988_ZIM,ZIM,1988,0,0,0
1992_ZIM,ZIM,1992,0,0,0
1996_ZIM,ZIM,1996,0,0,0
2000_ZIM,ZIM,2000,0,0,0
2004_ZIM,ZIM,2004,0,2.333,0.583
2008_ZIM,ZIM,2008,0,0.8,0.308
2012_ZIM,ZIM,2012,0,0,0
2014_ZIM,ZIM,2014,0,0,0
2016_ZIM,ZIM,2016,0,0,0
2020_USA,USA,2020,0.393,0.07,0.218
2020_CHN,CHN,2020,0.764,0.077,0.287
2020_JPN,JPN,2020,0.231,0.014,0.128
2020_GBR,GBR,2020,0.388,0.03,0.2
2020_AUS,AUS,2020,0.101,0.115,0.109
2020_NED,NED,2020,0.28,0.048,0.146
2020_CAN,CAN,2020,0.152,0.015,0.069
2020_BRA,BRA,2020,0.128,0.021,0.077
2020_NZL,NZL,2020,0.102,0.118,0.109
2020_HUN,HUN,2020,0.241,0.033,0.131
2020_KOR,KOR,2020,0.131,0.038,0.089
2020_JAM,JAM,2020,0.083,0.3,0.204
2020_SUI,SUI,2020,0.169,0.056,0.115
2020_RSA,RSA,2020,0.009,0.048,0.023
